Defect_ID,Creation_Date,Module,Severity,Status,Resolution_Date,Creation_Month
BUG-1257,2026-05-11 09:08:57.231157,API Gateway,Critical,Open,,2026-05
BUG-1258,2026-05-28 09:08:57.231157,Dashboard UI,High,In Progress,,2026-05
BUG-1259,2026-06-01 09:08:57.231157,API Gateway,Low,Closed,2026-06-02 09:08:57.231157,2026-06
BUG-1260,2026-02-23 09:08:57.231157,Authentication,Low,Closed,2026-03-06 09:08:57.231157,2026-02
BUG-1261,2026-04-30 09:08:57.231157,Authentication,Low,Closed,2026-05-13 09:08:57.231157,2026-04
BUG-1262,2026-06-10 09:08:57.231157,Authentication,Medium,In Progress,,2026-06
BUG-1263,2026-06-01 09:08:57.231157,API Gateway,Low,Closed,2026-06-04 09:08:57.231157,2026-06
BUG-1264,2026-04-26 09:08:57.231157,API Gateway,Medium,Closed,2026-05-01 09:08:57.231157,2026-04
BUG-1265,2026-03-16 09:08:57.231157,API Gateway,Critical,Resolved,2026-03-19 09:08:57.231157,2026-03
BUG-1266,2026-04-23 09:08:57.231157,Authentication,Low,Closed,2026-05-03 09:08:57.231157,2026-04
BUG-1267,2026-06-13 09:08:57.231157,Notification Engine,High,Closed,2026-06-16 09:08:57.231157,2026-06
BUG-1268,2026-06-15 09:08:57.231157,Billing & Payments,Critical,Closed,2026-06-29 09:08:57.231157,2026-06
BUG-1269,2026-04-14 09:08:57.231157,Billing & Payments,Low,Resolved,2026-04-24 09:08:57.231157,2026-04
BUG-1270,2026-03-25 09:08:57.231157,Authentication,High,Closed,2026-03-28 09:08:57.231157,2026-03
BUG-1271,2026-04-22 09:08:57.231157,API Gateway,Medium,Open,,2026-04
BUG-1272,2026-04-09 09:08:57.231157,Billing & Payments,Critical,In Progress,,2026-04
BUG-1273,2026-06-02 09:08:57.231157,Dashboard UI,Medium,Closed,2026-06-07 09:08:57.231157,2026-06
BUG-1274,2026-04-03 09:08:57.231157,API Gateway,Medium,Open,,2026-04
BUG-1275,2026-05-26 09:08:57.231157,Authentication,Medium,Closed,2026-06-08 09:08:57.231157,2026-05
BUG-1276,2026-05-08 09:08:57.231157,Dashboard UI,High,Closed,2026-05-13 09:08:57.231157,2026-05
BUG-1277,2026-04-20 09:08:57.231157,Billing & Payments,High,In Progress,,2026-04
BUG-1278,2026-03-23 09:08:57.231157,Billing & Payments,Medium,In Progress,,2026-03
BUG-1279,2026-02-23 09:08:57.231157,Dashboard UI,High,Open,,2026-02
BUG-1280,2026-06-12 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-16 09:08:57.231157,2026-06
BUG-1281,2026-06-18 09:08:57.231157,API Gateway,Low,Closed,2026-06-19 09:08:57.231157,2026-06
BUG-1282,2026-06-10 09:08:57.231157,Dashboard UI,Low,Closed,2026-06-15 09:08:57.231157,2026-06
BUG-1283,2026-03-09 09:08:57.231157,Dashboard UI,Medium,Closed,2026-03-19 09:08:57.231157,2026-03
BUG-1284,2026-02-02 09:08:57.231157,API Gateway,Low,Closed,2026-02-07 09:08:57.231157,2026-02
BUG-1285,2026-05-22 09:08:57.231157,Dashboard UI,Critical,Closed,2026-05-26 09:08:57.231157,2026-05
BUG-1286,2026-01-21 09:08:57.231157,Dashboard UI,Low,Closed,2026-01-27 09:08:57.231157,2026-01
BUG-1287,2026-02-17 09:08:57.231157,Dashboard UI,Medium,Closed,2026-02-27 09:08:57.231157,2026-02
BUG-1288,2026-05-28 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-01 09:08:57.231157,2026-05
BUG-1289,2026-05-08 09:08:57.231157,Billing & Payments,High,Closed,2026-05-22 09:08:57.231157,2026-05
BUG-1290,2026-05-16 09:08:57.231157,Notification Engine,Critical,In Progress,,2026-05
BUG-1291,2026-05-15 09:08:57.231157,API Gateway,Medium,Closed,2026-05-22 09:08:57.231157,2026-05
BUG-1292,2026-05-25 09:08:57.231157,Billing & Payments,High,Resolved,2026-06-01 09:08:57.231157,2026-05
BUG-1293,2026-05-08 09:08:57.231157,Dashboard UI,Low,In Progress,,2026-05
BUG-1294,2026-02-02 09:08:57.231157,Billing & Payments,High,Closed,2026-02-04 09:08:57.231157,2026-02
BUG-1295,2026-06-25 09:08:57.231157,Notification Engine,Low,In Progress,,2026-06
BUG-1296,2026-04-25 09:08:57.231157,Authentication,Critical,Closed,2026-04-28 09:08:57.231157,2026-04
BUG-1297,2026-04-29 09:08:57.231157,Billing & Payments,Low,Closed,2026-04-30 09:08:57.231157,2026-04
BUG-1298,2026-01-22 09:08:57.231157,Billing & Payments,Medium,Closed,2026-01-30 09:08:57.231157,2026-01
BUG-1299,2026-06-07 09:08:57.231157,Dashboard UI,High,Closed,2026-06-16 09:08:57.231157,2026-06
BUG-1300,2026-02-07 09:08:57.231157,Notification Engine,Low,Closed,2026-02-11 09:08:57.231157,2026-02
BUG-1301,2026-04-19 09:08:57.231157,Authentication,Low,Closed,2026-04-25 09:08:57.231157,2026-04
BUG-1302,2026-02-20 09:08:57.231157,API Gateway,Low,Open,,2026-02
BUG-1303,2026-01-08 09:08:57.231157,Authentication,Medium,Open,,2026-01
BUG-1304,2026-01-27 09:08:57.231157,API Gateway,Medium,Closed,2026-02-05 09:08:57.231157,2026-01
BUG-1305,2026-01-27 09:08:57.231157,Authentication,Low,Open,,2026-01
BUG-1306,2026-01-21 09:08:57.231157,Authentication,Medium,Closed,2026-01-27 09:08:57.231157,2026-01
BUG-1307,2026-01-30 09:08:57.231157,API Gateway,Low,Closed,2026-02-13 09:08:57.231157,2026-01
BUG-1308,2026-04-07 09:08:57.231157,Notification Engine,High,In Progress,,2026-04
BUG-1309,2026-01-28 09:08:57.231157,Notification Engine,Low,Closed,2026-02-09 09:08:57.231157,2026-01
BUG-1310,2026-04-21 09:08:57.231157,Dashboard UI,Low,Closed,2026-05-03 09:08:57.231157,2026-04
BUG-1311,2026-03-02 09:08:57.231157,Notification Engine,Low,Closed,2026-03-14 09:08:57.231157,2026-03
BUG-1312,2026-02-17 09:08:57.231157,Authentication,Medium,Closed,2026-02-26 09:08:57.231157,2026-02
BUG-1313,2026-05-27 09:08:57.231157,Notification Engine,High,Resolved,2026-05-31 09:08:57.231157,2026-05
BUG-1314,2026-01-04 09:08:57.231157,Dashboard UI,Medium,Closed,2026-01-12 09:08:57.231157,2026-01
BUG-1315,2026-02-04 09:08:57.231157,API Gateway,Low,Resolved,2026-02-13 09:08:57.231157,2026-02
BUG-1316,2026-02-18 09:08:57.231157,API Gateway,High,Closed,2026-02-22 09:08:57.231157,2026-02
BUG-1317,2026-01-17 09:08:57.231157,API Gateway,High,Closed,2026-01-22 09:08:57.231157,2026-01
BUG-1318,2026-06-21 09:08:57.231157,Dashboard UI,Low,Closed,2026-07-05 09:08:57.231157,2026-06
BUG-1319,2026-06-07 09:08:57.231157,Dashboard UI,High,Open,,2026-06
BUG-1320,2026-02-15 09:08:57.231157,API Gateway,Critical,Closed,2026-02-23 09:08:57.231157,2026-02
BUG-1321,2026-04-27 09:08:57.231157,Billing & Payments,Low,In Progress,,2026-04
BUG-1322,2026-01-06 09:08:57.231157,Notification Engine,High,In Progress,,2026-01
BUG-1323,2026-04-09 09:08:57.231157,API Gateway,High,Closed,2026-04-21 09:08:57.231157,2026-04
BUG-1324,2026-05-04 09:08:57.231157,Billing & Payments,Medium,Resolved,2026-05-14 09:08:57.231157,2026-05
BUG-1325,2026-02-06 09:08:57.231157,API Gateway,Low,In Progress,,2026-02
BUG-1326,2026-01-24 09:08:57.231157,Dashboard UI,Low,Open,,2026-01
BUG-1327,2026-04-03 09:08:57.231157,API Gateway,High,Closed,2026-04-17 09:08:57.231157,2026-04
BUG-1328,2026-02-15 09:08:57.231157,API Gateway,Critical,Closed,2026-02-21 09:08:57.231157,2026-02
BUG-1329,2026-04-05 09:08:57.231157,Authentication,Medium,Closed,2026-04-17 09:08:57.231157,2026-04
BUG-1330,2026-04-09 09:08:57.231157,Dashboard UI,Medium,Closed,2026-04-16 09:08:57.231157,2026-04
BUG-1331,2026-04-26 09:08:57.231157,Notification Engine,Medium,Closed,2026-04-29 09:08:57.231157,2026-04
BUG-1332,2026-06-09 09:08:57.231157,Billing & Payments,Medium,In Progress,,2026-06
BUG-1333,2026-06-10 09:08:57.231157,Dashboard UI,Medium,Closed,2026-06-17 09:08:57.231157,2026-06
BUG-1334,2026-03-08 09:08:57.231157,Billing & Payments,Low,Closed,2026-03-20 09:08:57.231157,2026-03
BUG-1335,2026-05-08 09:08:57.231157,Dashboard UI,High,Resolved,2026-05-22 09:08:57.231157,2026-05
BUG-1336,2026-01-18 09:08:57.231157,Dashboard UI,Medium,In Progress,,2026-01
BUG-1337,2026-01-25 09:08:57.231157,Dashboard UI,High,Closed,2026-02-02 09:08:57.231157,2026-01
BUG-1338,2026-02-23 09:08:57.231157,Billing & Payments,Low,In Progress,,2026-02
BUG-1339,2026-02-27 09:08:57.231157,API Gateway,Low,Closed,2026-03-09 09:08:57.231157,2026-02
BUG-1340,2026-03-08 09:08:57.231157,Authentication,Low,Closed,2026-03-14 09:08:57.231157,2026-03
BUG-1341,2026-04-14 09:08:57.231157,Authentication,Medium,Open,,2026-04
BUG-1342,2026-06-23 09:08:57.231157,Authentication,Critical,Closed,2026-07-03 09:08:57.231157,2026-06
BUG-1343,2026-01-24 09:08:57.231157,Authentication,Low,Closed,2026-02-02 09:08:57.231157,2026-01
BUG-1344,2026-04-24 09:08:57.231157,Dashboard UI,High,Closed,2026-05-07 09:08:57.231157,2026-04
BUG-1345,2026-02-01 09:08:57.231157,API Gateway,Medium,Closed,2026-02-07 09:08:57.231157,2026-02
BUG-1346,2026-06-24 09:08:57.231157,API Gateway,High,Closed,2026-07-06 09:08:57.231157,2026-06
BUG-1347,2026-03-27 09:08:57.231157,Authentication,Low,Closed,2026-04-05 09:08:57.231157,2026-03
BUG-1348,2026-05-31 09:08:57.231157,Notification Engine,High,In Progress,,2026-05
BUG-1349,2026-05-07 09:08:57.231157,API Gateway,High,Open,,2026-05
BUG-1350,2026-06-04 09:08:57.231157,Dashboard UI,Low,Closed,2026-06-17 09:08:57.231157,2026-06
BUG-1351,2026-05-10 09:08:57.231157,Notification Engine,Low,Closed,2026-05-14 09:08:57.231157,2026-05
BUG-1352,2026-01-17 09:08:57.231157,Notification Engine,High,Closed,2026-01-25 09:08:57.231157,2026-01
BUG-1353,2026-04-14 09:08:57.231157,Billing & Payments,Critical,Closed,2026-04-25 09:08:57.231157,2026-04
BUG-1354,2026-06-10 09:08:57.231157,Billing & Payments,Low,In Progress,,2026-06
BUG-1355,2026-05-17 09:08:57.231157,Notification Engine,High,Closed,2026-05-21 09:08:57.231157,2026-05
BUG-1356,2026-02-12 09:08:57.231157,API Gateway,Critical,Closed,2026-02-14 09:08:57.231157,2026-02
BUG-1357,2026-06-25 09:08:57.231157,Authentication,High,Open,,2026-06
BUG-1358,2026-02-08 09:08:57.231157,API Gateway,Critical,Open,,2026-02
BUG-1359,2026-06-19 09:08:57.231157,API Gateway,High,Open,,2026-06
BUG-1360,2026-01-26 09:08:57.231157,API Gateway,Medium,Closed,2026-02-05 09:08:57.231157,2026-01
BUG-1361,2026-04-09 09:08:57.231157,API Gateway,Medium,Closed,2026-04-20 09:08:57.231157,2026-04
BUG-1362,2026-02-19 09:08:57.231157,API Gateway,Medium,Closed,2026-02-28 09:08:57.231157,2026-02
BUG-1363,2026-06-02 09:08:57.231157,Billing & Payments,High,Closed,2026-06-07 09:08:57.231157,2026-06
BUG-1364,2026-06-01 09:08:57.231157,Billing & Payments,High,Open,,2026-06
BUG-1365,2026-01-13 09:08:57.231157,API Gateway,Low,In Progress,,2026-01
BUG-1366,2026-03-01 09:08:57.231157,Notification Engine,High,Open,,2026-03
BUG-1367,2026-05-15 09:08:57.231157,Billing & Payments,High,In Progress,,2026-05
BUG-1368,2026-02-26 09:08:57.231157,Dashboard UI,Medium,Closed,2026-03-02 09:08:57.231157,2026-02
BUG-1369,2026-02-05 09:08:57.231157,API Gateway,Medium,Open,,2026-02
BUG-1370,2026-06-22 09:08:57.231157,Dashboard UI,Medium,Closed,2026-06-24 09:08:57.231157,2026-06
BUG-1371,2026-01-20 09:08:57.231157,API Gateway,Low,Closed,2026-01-21 09:08:57.231157,2026-01
BUG-1372,2026-03-06 09:08:57.231157,Notification Engine,Low,Closed,2026-03-17 09:08:57.231157,2026-03
BUG-1373,2026-01-08 09:08:57.231157,API Gateway,Low,Closed,2026-01-15 09:08:57.231157,2026-01
BUG-1374,2026-05-24 09:08:57.231157,Dashboard UI,Low,Closed,2026-05-30 09:08:57.231157,2026-05
BUG-1375,2026-05-22 09:08:57.231157,Dashboard UI,Medium,Resolved,2026-05-24 09:08:57.231157,2026-05
BUG-1376,2026-04-25 09:08:57.231157,Dashboard UI,Medium,Closed,2026-05-03 09:08:57.231157,2026-04
BUG-1377,2026-05-23 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-03 09:08:57.231157,2026-05
BUG-1378,2026-04-02 09:08:57.231157,Billing & Payments,High,Closed,2026-04-06 09:08:57.231157,2026-04
BUG-1379,2026-04-08 09:08:57.231157,Dashboard UI,Low,In Progress,,2026-04
BUG-1380,2026-03-07 09:08:57.231157,Authentication,Critical,Closed,2026-03-15 09:08:57.231157,2026-03
BUG-1381,2026-02-01 09:08:57.231157,Billing & Payments,Critical,Open,,2026-02
BUG-1382,2026-03-27 09:08:57.231157,Dashboard UI,Low,Closed,2026-04-03 09:08:57.231157,2026-03
BUG-1383,2026-02-20 09:08:57.231157,Dashboard UI,Medium,Open,,2026-02
BUG-1384,2026-06-02 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-07 09:08:57.231157,2026-06
BUG-1385,2026-03-04 09:08:57.231157,API Gateway,Medium,In Progress,,2026-03
BUG-1386,2026-05-05 09:08:57.231157,API Gateway,Medium,Open,,2026-05
BUG-1387,2026-05-30 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-09 09:08:57.231157,2026-05
BUG-1388,2026-02-27 09:08:57.231157,Notification Engine,Medium,Closed,2026-03-09 09:08:57.231157,2026-02
BUG-1389,2026-02-27 09:08:57.231157,Dashboard UI,Low,Closed,2026-03-11 09:08:57.231157,2026-02
BUG-1390,2026-03-27 09:08:57.231157,API Gateway,Low,Closed,2026-04-04 09:08:57.231157,2026-03
BUG-1391,2026-02-18 09:08:57.231157,Dashboard UI,Medium,Closed,2026-03-04 09:08:57.231157,2026-02
BUG-1392,2026-06-29 09:08:57.231157,Notification Engine,Medium,Open,,2026-06
BUG-1393,2026-06-19 09:08:57.231157,API Gateway,Medium,Closed,2026-06-28 09:08:57.231157,2026-06
BUG-1394,2026-03-11 09:08:57.231157,API Gateway,Medium,Closed,2026-03-16 09:08:57.231157,2026-03
BUG-1395,2026-01-15 09:08:57.231157,API Gateway,Critical,Closed,2026-01-25 09:08:57.231157,2026-01
BUG-1396,2026-02-23 09:08:57.231157,Authentication,Low,Closed,2026-02-28 09:08:57.231157,2026-02
BUG-1397,2026-04-11 09:08:57.231157,Billing & Payments,Medium,In Progress,,2026-04
BUG-1398,2026-01-08 09:08:57.231157,API Gateway,Medium,Closed,2026-01-10 09:08:57.231157,2026-01
BUG-1399,2026-02-22 09:08:57.231157,Dashboard UI,Medium,Open,,2026-02
BUG-1400,2026-03-01 09:08:57.231157,API Gateway,Critical,In Progress,,2026-03
BUG-1401,2026-04-18 09:08:57.231157,Authentication,High,Open,,2026-04
BUG-1402,2026-01-05 09:08:57.231157,Dashboard UI,Medium,In Progress,,2026-01
BUG-1403,2026-04-13 09:08:57.231157,Billing & Payments,High,Closed,2026-04-18 09:08:57.231157,2026-04
BUG-1404,2026-01-06 09:08:57.231157,Dashboard UI,Critical,Resolved,2026-01-09 09:08:57.231157,2026-01
BUG-1405,2026-04-19 09:08:57.231157,API Gateway,Critical,Closed,2026-04-26 09:08:57.231157,2026-04
BUG-1406,2026-04-26 09:08:57.231157,Dashboard UI,High,Closed,2026-05-06 09:08:57.231157,2026-04
BUG-1407,2026-04-04 09:08:57.231157,Dashboard UI,High,Open,,2026-04
BUG-1408,2026-02-16 09:08:57.231157,Dashboard UI,Low,Resolved,2026-02-21 09:08:57.231157,2026-02
BUG-1409,2026-04-09 09:08:57.231157,Dashboard UI,Low,In Progress,,2026-04
BUG-1410,2026-02-24 09:08:57.231157,API Gateway,Medium,Closed,2026-03-04 09:08:57.231157,2026-02
BUG-1411,2026-06-17 09:08:57.231157,Authentication,Low,Closed,2026-06-18 09:08:57.231157,2026-06
BUG-1412,2026-02-21 09:08:57.231157,Dashboard UI,Medium,Resolved,2026-02-24 09:08:57.231157,2026-02
BUG-1413,2026-05-24 09:08:57.231157,Dashboard UI,Low,Closed,2026-05-27 09:08:57.231157,2026-05
BUG-1414,2026-01-13 09:08:57.231157,API Gateway,Medium,In Progress,,2026-01
BUG-1415,2026-04-24 09:08:57.231157,Dashboard UI,High,In Progress,,2026-04
BUG-1416,2026-05-04 09:08:57.231157,API Gateway,Critical,Closed,2026-05-13 09:08:57.231157,2026-05
BUG-1417,2026-04-16 09:08:57.231157,Notification Engine,Low,Closed,2026-04-21 09:08:57.231157,2026-04
BUG-1418,2026-06-07 09:08:57.231157,Billing & Payments,Medium,Closed,2026-06-19 09:08:57.231157,2026-06
BUG-1419,2026-05-27 09:08:57.231157,Billing & Payments,High,Closed,2026-06-05 09:08:57.231157,2026-05
BUG-1420,2026-05-25 09:08:57.231157,Dashboard UI,Low,In Progress,,2026-05
BUG-1421,2026-04-30 09:08:57.231157,Billing & Payments,High,Closed,2026-05-13 09:08:57.231157,2026-04
BUG-1422,2026-03-04 09:08:57.231157,API Gateway,Medium,In Progress,,2026-03
BUG-1423,2026-01-19 09:08:57.231157,Notification Engine,Medium,Closed,2026-01-28 09:08:57.231157,2026-01
BUG-1424,2026-04-02 09:08:57.231157,Authentication,Critical,Resolved,2026-04-03 09:08:57.231157,2026-04
BUG-1425,2026-02-27 09:08:57.231157,Authentication,Low,Closed,2026-03-01 09:08:57.231157,2026-02
BUG-1426,2026-03-31 09:08:57.231157,Billing & Payments,Medium,Closed,2026-04-05 09:08:57.231157,2026-03
BUG-1427,2026-04-27 09:08:57.231157,API Gateway,High,Closed,2026-05-01 09:08:57.231157,2026-04
BUG-1428,2026-03-03 09:08:57.231157,Dashboard UI,Low,Open,,2026-03
BUG-1429,2026-01-23 09:08:57.231157,Authentication,Medium,Open,,2026-01
BUG-1430,2026-05-07 09:08:57.231157,Notification Engine,Critical,In Progress,,2026-05
BUG-1431,2026-05-17 09:08:57.231157,API Gateway,Low,Closed,2026-05-27 09:08:57.231157,2026-05
BUG-1432,2026-05-20 09:08:57.231157,Authentication,High,Closed,2026-05-29 09:08:57.231157,2026-05
BUG-1433,2026-05-09 09:08:57.231157,API Gateway,Medium,Closed,2026-05-16 09:08:57.231157,2026-05
BUG-1434,2026-02-27 09:08:57.231157,API Gateway,Medium,Closed,2026-03-05 09:08:57.231157,2026-02
BUG-1435,2026-05-02 09:08:57.231157,Billing & Payments,Medium,Closed,2026-05-09 09:08:57.231157,2026-05
BUG-1436,2026-01-01 09:08:57.231157,Authentication,Low,Resolved,2026-01-02 09:08:57.231157,2026-01
BUG-1437,2026-02-03 09:08:57.231157,Authentication,Critical,Resolved,2026-02-04 09:08:57.231157,2026-02
BUG-1438,2026-04-06 09:08:57.231157,Authentication,Critical,Resolved,2026-04-14 09:08:57.231157,2026-04
BUG-1439,2026-05-06 09:08:57.231157,API Gateway,Medium,In Progress,,2026-05
BUG-1440,2026-04-28 09:08:57.231157,Notification Engine,High,Closed,2026-05-11 09:08:57.231157,2026-04
BUG-1441,2026-02-17 09:08:57.231157,Authentication,Medium,Closed,2026-03-02 09:08:57.231157,2026-02
BUG-1442,2026-03-30 09:08:57.231157,Billing & Payments,Medium,Closed,2026-04-01 09:08:57.231157,2026-03
BUG-1443,2026-04-27 09:08:57.231157,Billing & Payments,Medium,In Progress,,2026-04
BUG-1444,2026-05-09 09:08:57.231157,Billing & Payments,Medium,Closed,2026-05-21 09:08:57.231157,2026-05
BUG-1445,2026-01-16 09:08:57.231157,API Gateway,Medium,Closed,2026-01-26 09:08:57.231157,2026-01
BUG-1446,2026-03-10 09:08:57.231157,Billing & Payments,High,Closed,2026-03-21 09:08:57.231157,2026-03
BUG-1447,2026-01-22 09:08:57.231157,Billing & Payments,Medium,Closed,2026-01-31 09:08:57.231157,2026-01
BUG-1448,2026-04-03 09:08:57.231157,Billing & Payments,Low,In Progress,,2026-04
BUG-1449,2026-03-17 09:08:57.231157,API Gateway,Low,In Progress,,2026-03
BUG-1450,2026-06-03 09:08:57.231157,Billing & Payments,Medium,Closed,2026-06-10 09:08:57.231157,2026-06
BUG-1451,2026-05-24 09:08:57.231157,API Gateway,High,Resolved,2026-05-30 09:08:57.231157,2026-05
BUG-1452,2026-06-28 09:08:57.231157,Billing & Payments,Medium,Open,,2026-06
BUG-1453,2026-03-27 09:08:57.231157,API Gateway,Medium,Closed,2026-03-28 09:08:57.231157,2026-03
BUG-1454,2026-01-29 09:08:57.231157,API Gateway,Medium,Closed,2026-01-30 09:08:57.231157,2026-01
BUG-1455,2026-03-10 09:08:57.231157,Authentication,Medium,Closed,2026-03-12 09:08:57.231157,2026-03
BUG-1456,2026-02-16 09:08:57.231157,Dashboard UI,Medium,Closed,2026-02-22 09:08:57.231157,2026-02
BUG-1457,2026-04-04 09:08:57.231157,Notification Engine,Medium,Resolved,2026-04-18 09:08:57.231157,2026-04
BUG-1458,2026-05-24 09:08:57.231157,Notification Engine,High,Closed,2026-05-30 09:08:57.231157,2026-05
BUG-1459,2026-06-25 09:08:57.231157,Dashboard UI,High,In Progress,,2026-06
BUG-1460,2026-03-26 09:08:57.231157,Dashboard UI,Medium,Closed,2026-03-28 09:08:57.231157,2026-03
BUG-1461,2026-02-08 09:08:57.231157,Notification Engine,Low,Closed,2026-02-09 09:08:57.231157,2026-02
BUG-1462,2026-04-10 09:08:57.231157,Dashboard UI,Low,Closed,2026-04-20 09:08:57.231157,2026-04
BUG-1463,2026-02-02 09:08:57.231157,Authentication,Low,Closed,2026-02-07 09:08:57.231157,2026-02
BUG-1464,2026-04-11 09:08:57.231157,Notification Engine,Medium,Closed,2026-04-16 09:08:57.231157,2026-04
BUG-1465,2026-01-23 09:08:57.231157,Billing & Payments,Medium,Resolved,2026-01-25 09:08:57.231157,2026-01
BUG-1466,2026-01-10 09:08:57.231157,Dashboard UI,Medium,Closed,2026-01-16 09:08:57.231157,2026-01
BUG-1467,2026-03-10 09:08:57.231157,Billing & Payments,Medium,Open,,2026-03
BUG-1468,2026-04-10 09:08:57.231157,Authentication,Low,Closed,2026-04-19 09:08:57.231157,2026-04
BUG-1469,2026-02-03 09:08:57.231157,Billing & Payments,Medium,Closed,2026-02-05 09:08:57.231157,2026-02
BUG-1470,2026-06-29 09:08:57.231157,API Gateway,Low,Closed,2026-07-09 09:08:57.231157,2026-06
BUG-1471,2026-05-18 09:08:57.231157,Billing & Payments,Medium,Closed,2026-05-20 09:08:57.231157,2026-05
BUG-1472,2026-05-27 09:08:57.231157,Billing & Payments,Low,Closed,2026-05-30 09:08:57.231157,2026-05
BUG-1473,2026-04-06 09:08:57.231157,Billing & Payments,High,Closed,2026-04-19 09:08:57.231157,2026-04
BUG-1474,2026-01-01 09:08:57.231157,Dashboard UI,Low,Closed,2026-01-08 09:08:57.231157,2026-01
BUG-1475,2026-03-10 09:08:57.231157,Notification Engine,Critical,Closed,2026-03-16 09:08:57.231157,2026-03
BUG-1476,2026-01-04 09:08:57.231157,Dashboard UI,Medium,Closed,2026-01-16 09:08:57.231157,2026-01
BUG-1477,2026-01-16 09:08:57.231157,Dashboard UI,High,Closed,2026-01-24 09:08:57.231157,2026-01
BUG-1478,2026-01-24 09:08:57.231157,Notification Engine,Medium,Resolved,2026-02-01 09:08:57.231157,2026-01
BUG-1479,2026-03-21 09:08:57.231157,Dashboard UI,High,Open,,2026-03
BUG-1480,2026-01-02 09:08:57.231157,Billing & Payments,High,Closed,2026-01-08 09:08:57.231157,2026-01
BUG-1481,2026-05-08 09:08:57.231157,Billing & Payments,Medium,Closed,2026-05-20 09:08:57.231157,2026-05
BUG-1482,2026-06-09 09:08:57.231157,Billing & Payments,Medium,Resolved,2026-06-20 09:08:57.231157,2026-06
BUG-1483,2026-03-25 09:08:57.231157,Billing & Payments,Medium,Open,,2026-03
BUG-1484,2026-06-01 09:08:57.231157,Dashboard UI,Medium,Closed,2026-06-11 09:08:57.231157,2026-06
BUG-1485,2026-05-20 09:08:57.231157,API Gateway,Low,In Progress,,2026-05
BUG-1486,2026-06-27 09:08:57.231157,Billing & Payments,Medium,Closed,2026-06-30 09:08:57.231157,2026-06
BUG-1487,2026-06-12 09:08:57.231157,Dashboard UI,Medium,Closed,2026-06-15 09:08:57.231157,2026-06
BUG-1488,2026-05-04 09:08:57.231157,API Gateway,Medium,Open,,2026-05
BUG-1489,2026-02-02 09:08:57.231157,Billing & Payments,High,Closed,2026-02-03 09:08:57.231157,2026-02
BUG-1490,2026-06-10 09:08:57.231157,API Gateway,Medium,Resolved,2026-06-17 09:08:57.231157,2026-06
BUG-1491,2026-06-28 09:08:57.231157,Dashboard UI,Critical,Open,,2026-06
BUG-1492,2026-06-20 09:08:57.231157,Billing & Payments,Low,Closed,2026-06-25 09:08:57.231157,2026-06
BUG-1493,2026-04-11 09:08:57.231157,API Gateway,Medium,Closed,2026-04-15 09:08:57.231157,2026-04
BUG-1494,2026-01-12 09:08:57.231157,Dashboard UI,Medium,Closed,2026-01-22 09:08:57.231157,2026-01
BUG-1495,2026-03-08 09:08:57.231157,Dashboard UI,Medium,Closed,2026-03-12 09:08:57.231157,2026-03
BUG-1496,2026-03-06 09:08:57.231157,Dashboard UI,High,In Progress,,2026-03
BUG-1497,2026-06-10 09:08:57.231157,Dashboard UI,Low,Closed,2026-06-24 09:08:57.231157,2026-06
BUG-1498,2026-06-17 09:08:57.231157,API Gateway,High,Closed,2026-06-21 09:08:57.231157,2026-06
BUG-1499,2026-03-15 09:08:57.231157,Authentication,Medium,Open,,2026-03
